imobiliaria,link,data_coleta,titulo,endereco,bairro,tipo_locacao,preco_aluguel,preco_condominio,preco_iptu,quartos,vagas_garagem,area,suites,data_entrada,data_saida,anuncio
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15725001/apartamento-3-quartos-residencial-aconcagua-bigorrilho-curitiba/,2023-12-06,Apartamento 3 Quartos Bigorrilho 73m²,"Rua Gastão Câmara, 540, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,2100,500,91,3,1,73m²,0,2023-11-05,2023-12-06,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14176001/apartamento-2-quartos-guanabara-centro-curitiba/,2023-12-06,Apartamento 2 Quartos Centro 122m²,"Praça Rui Barbosa, 470, Centro - Curitiba/Pr",Centro,Aluguel,1580,800,96,2,0,122m²,0,2023-11-08,2023-12-06,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/80150005/apartamento-2-quartos-rebouças-curitiba/,2023-12-06,Apartamento 2 Quartos Rebouças 80m²,"Rua Piquiri, 735, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1650,0,93,2,0,80m²,0,2023-11-05,2023-12-06,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07246007/apartamento-3-quartos-atual-morada-atuba-curitiba/,2023-12-10,Apartamento 3 Quartos Atuba 65m²,"Avenida Marechal Mascarenhas De Moraes, 1820, Atuba - Curitiba/Pr",Atuba,Aluguel,1750,400,72,3,1,65m²,1,2023-12-04,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92109003/apartamento-3-quartos-thomasz-ii-bacacheri-curitiba/,2023-12-10,Apartamento 3 Quartos Bacacheri 144m²,"Rua Mexico, 200, Bacacheri - Curitiba/Pr",Bacacheri,Aluguel,1700,250,128,3,2,144m²,1,2023-11-05,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10871001/apartamento-2-quartos-residencial-isabela-tingui-curitiba/,2023-12-10,Apartamento 2 Quartos Tingui 55m²,"Rua Joao Batista Trentin, 974, Tingui - Curitiba/Pr",Tingui,Aluguel,850,350,58,2,1,55m²,0,2023-12-02,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09747001/apartamento-3-quartos-plaza-anchieta-bigorrilho-curitiba/,2023-12-10,Apartamento 3 Quartos Bigorrilho 100m²,"Rua Padre Anchieta, 2128, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1500,1000,134,3,1,100m²,1,2023-12-02,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09530005/apartamento-1-quarto-gran-maison-centro-curitiba/,2023-12-10,Apartamento 1 Quarto Centro 44m²,"Rua Doutor Faivre, 53, Centro - Curitiba/Pr",Centro,Aluguel,1300,300,47,1,0,44m²,0,2023-11-13,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13327003/apartamento-1-quarto-sinval-martins-centro-curitiba/,2023-12-10,Apartamento 1 Quarto Centro 28m²,"Rua Lourenco Pinto, 410, Centro - Curitiba/Pr",Centro,Aluguel,1250,450,56,1,0,28m²,0,2023-11-06,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13173001/apartamento-1-quarto-central-station-centro-curitiba/,2023-12-10,Apartamento 1 Quarto Centro 34m²,"Avenida Marechal Floriano Peixoto, 696, Centro - Curitiba/Pr",Centro,Aluguel,1600,350,36,1,0,34m²,0,2023-11-05,2023-12-10,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14790002/apartamento-2-quartos-village-parana-tingui-curitiba/,2023-12-12,Apartamento 2 Quartos Tingui 50m²,"Rua Hilário Moro, 526, Tingui - Curitiba/Pr",Tingui,Aluguel,1700,400,47,2,1,50m²,1,2023-11-05,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/49095001/apartamento-3-quartos-itaguaçu-agua-verde-curitiba/,2023-12-12,Apartamento 3 Quartos Agua Verde 80m²,"Rua Castro Alves, 594, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2000,550,82,3,1,80m²,0,2023-11-05,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92332001/apartamento-3-quartos-condominio-edificio-bogdan-ii-agua-verde-curitiba/,2023-12-12,Apartamento 3 Quartos Água Verde 90m²,"Rua Coronel Dulcídio, 1907, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1900,850,141,3,2,90m²,1,2023-11-23,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22811002/apartamento-2-quartos-nicole-ii-novo-mundo-curitiba/,2023-12-12,Apartamento 2 Quartos Novo Mundo 59m²,"Rua Pedro Gusso, 30, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1350,500,62,2,0,59m²,0,2023-12-06,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13856002/apartamento-3-quartos-ponta-grossa-portao-curitiba/,2023-12-12,Apartamento 3 Quartos Portao 88m²,"Rua Ponta Grossa, 249, Portao - Curitiba/Pr",Portao,Aluguel,1700,260,91,3,1,88m²,1,2023-11-28,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09132001/apartamento-2-quartos-morada-do-sol-bigorrilho-curitiba/,2023-12-12,Apartamento 2 Quartos Bigorrilho 49m²,"Rua Marechal Jose Bernardino Bormann, 1234, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1600,350,90,2,1,49m²,0,2023-12-04,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09536001/apartamento-1-quarto-napoli-centro-curitiba/,2023-12-12,Apartamento 1 Quarto Centro 40m²,"Avenida Visconde De Guarapuava, 3185, Centro - Curitiba/Pr",Centro,Aluguel,1200,460,82,1,1,40m²,0,2023-11-05,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/42020003/apartamento-2-quartos-arvoredo-(conj.residencial)-cristo-rei-curitiba/,2023-12-12,Apartamento 2 Quartos Cristo Rei 77m²,"Rua Urbano Lopes, 402, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1200,550,111,2,1,77m²,1,2023-12-01,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15056001/apartamento-3-quartos-san-salvador-merces-curitiba/,2023-12-12,Apartamento 3 Quartos Mercês 97m²,"Rua Professora Rosa Saporski, 252, Mercês - Curitiba/Pr",Mercês,Aluguel,1950,500,97,3,1,97m²,1,2023-11-06,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/23575001/apartamento-3-quartos-life-residence-club-capao-raso-curitiba/,2023-12-12,Apartamento 3 Quartos Capao Raso 88m²,"Rua Jose Clementino Bettega, 120, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,2200,650,93,3,1,88m²,1,2023-12-04,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92332001/apartamento-3-quartos-condominio-edificio-bogdan-ii-agua-verde-curitiba/,2023-12-12,Apartamento 3 Quartos Água Verde 90m²,"Rua Coronel Dulcídio, 1907, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1900,850,141,3,2,90m²,1,2023-11-23,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22811002/apartamento-2-quartos-nicole-ii-novo-mundo-curitiba/,2023-12-12,Apartamento 2 Quartos Novo Mundo 59m²,"Rua Pedro Gusso, 30, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1350,500,62,2,0,59m²,0,2023-12-06,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09536001/apartamento-1-quarto-napoli-centro-curitiba/,2023-12-12,Apartamento 1 Quarto Centro 40m²,"Avenida Visconde De Guarapuava, 3185, Centro - Curitiba/Pr",Centro,Aluguel,1200,460,82,1,1,40m²,0,2023-11-05,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/23575001/apartamento-3-quartos-life-residence-club-capao-raso-curitiba/,2023-12-12,Apartamento 3 Quartos Capao Raso 88m²,"Rua Jose Clementino Bettega, 120, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,2200,650,93,3,1,88m²,1,2023-12-04,2023-12-12,Inativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/46113002/apartamento-4-quartos-umbara-curitiba/,2023-12-13,Apartamento 4 Quartos Umbará 114m²,"Rua Luiz Nichele, 120, Umbará - Curitiba/Pr",Umbará,Aluguel,1700,0,81,4,2,114m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16605001/apartamento-2-quartos-spazzio-champ-ville-atuba-curitiba/,2023-12-13,Apartamento 2 Quartos Atuba 50m²,"Rodovia Br-116, 2785, Atuba - Curitiba/Pr",Atuba,Aluguel,1299,450,59,2,2,50m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14215001/apartamento-2-quartos-alamanda-bacacheri-curitiba/,2023-12-13,Apartamento 2 Quartos Bacacheri 55m²,"Rua Nicaragua, 1639, Bacacheri - Curitiba/Pr",Bacacheri,Aluguel,1500,350,56,2,1,55m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12058001/apartamento-3-quartos-angela-bacacheri-curitiba/,2023-12-13,Apartamento 3 Quartos Bacacheri 78m²,"Rua Canada, 185, Bacacheri - Curitiba/Pr",Bacacheri,Aluguel,1400,630,73,3,1,78m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14345001/apartamento-2-quartos-spazio-champ-ville-bairro-alto-curitiba/,2023-12-13,Apartamento 2 Quartos Bairro Alto 51m²,"Rodovia Br 116, 2785, Bairro Alto - Curitiba/Pr",Bairro Alto,Aluguel,1550,450,46,2,1,51m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14969002/apartamento-2-quartos-anita-garibaldi-barreirinha-curitiba/,2023-12-13,Apartamento 2 Quartos Barreirinha 44m²,"Rua Maria De Lourdes Kudri, 127, Barreirinha - Curitiba/Pr",Barreirinha,Aluguel,850,350,25,2,1,44m²,0,2023-11-22,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16590001/apartamento-3-quartos-link-urban-habitat-boa-vista-curitiba/,2023-12-13,Apartamento 3 Quartos Boa Vista 64m²,"Rua João Schleder Sobrinho, 332, Boa Vista - Curitiba/Pr",Boa Vista,Aluguel,2590,500,0,3,1,64m²,1,2023-11-10,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15504001/apartamento-3-quartos-jardim-das-orquideas-boa-vista-curitiba/,2023-12-13,Apartamento 3 Quartos Boa Vista 58m²,"Rua Vicente Ciccarino, 166, Boa Vista - Curitiba/Pr",Boa Vista,Aluguel,1750,400,70,3,1,58m²,1,2023-11-13,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16115001/apartamento-1-quarto-moradas-do-boa-vista-boa-vista-curitiba/,2023-12-13,Apartamento 1 Quarto Boa Vista 23m²,"Rua Desembargador Antônio Leopoldo Dos Santos, 106, Boa Vista - Curitiba/Pr",Boa Vista,Aluguel,1350,250,36,1,0,23m²,1,2023-11-28,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16173001/apartamento-3-quartos-vila-nova-i-boa-vista-curitiba/,2023-12-13,Apartamento 3 Quartos Boa Vista 51m²,"Rua Maria Geronasso Do Rosário, 467, Boa Vista - Curitiba/Pr",Boa Vista,Aluguel,1200,350,44,3,1,51m²,0,2023-12-02,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13179001/apartamento-2-quartos-ilha-do-coral-(residencial)-santa-candida-curitiba/,2023-12-13,Apartamento 2 Quartos Santa Candida 38m²,"Rua Joao Kania, 310, Santa Candida - Curitiba/Pr",Santa Candida,Aluguel,820,320,33,2,1,38m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16129001/apartamento-3-quartos-villagio-san-marino-santa-candida-curitiba/,2023-12-13,Apartamento 3 Quartos Santa Cândida 60m²,"Rua Theodoro Makiolka, 466, Santa Cândida - Curitiba/Pr",Santa Cândida,Aluguel,1400,350,0,3,1,60m²,0,2023-11-29,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16617001/apartamento-2-quartos-residencial-ilha-do-coral-santa-candida-curitiba/,2023-12-13,Apartamento 2 Quartos Santa Cândida 38m²,"Rua João Kania, 310, Santa Cândida - Curitiba/Pr",Santa Cândida,Aluguel,950,320,33,2,0,38m²,0,2023-11-08,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/21105005/apartamento-1-quarto-alto-boqueirao-curitiba/,2023-12-13,Apartamento 1 Quarto Alto Boqueirao 35m²,"Rua Eduardo Pinto Da Rocha, 842, Alto Boqueirao - Curitiba/Pr",Alto Boqueirao,Aluguel,700,0,14,1,0,35m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/23417002/apartamento-2-quartos-nova-europa-2-boqueirao-curitiba/,2023-12-13,Apartamento 2 Quartos Boqueirao 50m²,"Rua Cascavel, 3161, Boqueirao - Curitiba/Pr",Boqueirao,Aluguel,800,300,35,2,1,50m²,0,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15665001/apartamento-1-quarto-anne-frank-hauer-curitiba/,2023-12-13,Apartamento 1 Quarto Hauer 34m²,"Rua Anne Frank, 3126, Hauer - Curitiba/Pr",Hauer,Aluguel,900,250,35,1,0,34m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/23016001/apartamento-2-quartos-parque-arvoredo-xaxim-curitiba/,2023-12-13,Apartamento 2 Quartos Xaxim 56m²,"Rua Francisco Derosso, 375, Xaxim - Curitiba/Pr",Xaxim,Aluguel,1500,500,74,2,1,56m²,1,2023-11-27,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15271003/apartamento-3-quartos-guabirotuba-curitiba/,2023-12-13,Apartamento 3 Quartos Guabirotuba 162m²,"Avenida Senador Salgado Filho, 961, Guabirotuba - Curitiba/Pr",Guabirotuba,Aluguel,2400,100,166,3,1,162m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/42269003/apartamento-1-quarto-jardim-das-americas-curitiba/,2023-12-13,Apartamento 1 Quarto Jardim Das Americas 36m²,"Rua Joao Itibere, 71, Jardim Das Americas - Curitiba/Pr",Jardim Das Americas,Aluguel,850,0,27,1,0,36m²,0,2023-12-04,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14354001/apartamento-2-quartos-vilas-novas-x-cidade-industrial-curitiba/,2023-12-13,Apartamento 2 Quartos Cidade Industrial 40m²,"Rua Professor Algacyr Munhoz Mader, 2875, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,850,250,25,2,0,40m²,0,2023-11-20,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15836001/apartamento-3-quartos-residencial-pinheiros-cidade-industrial-curitiba/,2023-12-13,Apartamento 3 Quartos Cidade Industrial 60m²,"Rua João Dembinski, 2851, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,1650,450,49,3,1,60m²,0,2023-12-06,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14297001/apartamento-2-quartos-olga-tufi-agua-verde-curitiba/,2023-12-13,Apartamento 2 Quartos Água Verde 57m²,"Avenida Silva Jardim, 1762, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1550,650,85,2,1,57m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/49095001/apartamento-3-quartos-itaguaçu-agua-verde-curitiba/,2023-12-13,Apartamento 3 Quartos Água Verde 80m²,"Rua Castro Alves, 594, Água Verde - Curitiba/Pr",Água Verde,Aluguel,2000,550,82,3,1,80m²,0,2023-12-13,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92087001/apartamento-2-quartos-zamoner-agua-verde-curitiba/,2023-12-13,Apartamento 2 Quartos Agua Verde 77m²,"Rua Brigadeiro Franco, 2663, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1850,422,69,2,1,77m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00135005/apartamento-4-quartos-cidade-das-flores-agua-verde-curitiba/,2023-12-13,Apartamento 4 Quartos Agua Verde 202m²,"Avenida Republica Argentina, 755, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2600,1000,181,4,1,202m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08265001/apartamento-3-quartos-flamboyant-(conjunto-residencial)-agua-verde-curitiba/,2023-12-13,Apartamento 3 Quartos Agua Verde 117m²,"Avenida Presidente Kennedy, 1503, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1800,850,89,3,1,117m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16604001/apartamento-2-quartos-auckland-devon-port-agua-verde-curitiba/,2023-12-13,Apartamento 2 Quartos Água Verde 100m²,"Avenida Silva Jardim, 2522, Água Verde - Curitiba/Pr",Água Verde,Aluguel,3450,860,296,2,1,100m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14396001/apartamento-5-quartos-monreale-agua-verde-curitiba/,2023-12-13,Apartamento 5 Quartos Agua Verde 182m²,"Rua Bento Viana, 1140, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,4500,1400,286,5,2,182m²,2,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91596001/apartamento-2-quartos-jardim-ii-agua-verde-curitiba/,2023-12-13,Apartamento 2 Quartos Agua Verde 113m²,"Rua Amazonas, 662, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1800,500,80,2,0,113m²,0,2023-11-07,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10950003/apartamento-2-quartos-joao-pedro-bom-agua-verde-curitiba/,2023-12-13,Apartamento 2 Quartos Agua Verde 50m²,"Rua Monsenhor Manoel Vicente, 175, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1200,600,60,2,1,50m²,0,2023-11-20,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15468001/apartamento-3-quartos-palla-bianca-agua-verde-curitiba/,2023-12-13,Apartamento 3 Quartos Água Verde 91m²,"Rua Santa Catarina, 44, Água Verde - Curitiba/Pr",Água Verde,Aluguel,2600,890,164,3,1,91m²,1,2023-12-02,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00135002/apartamento-3-quartos-cidade-das-flores-agua-verde-curitiba/,2023-12-13,Apartamento 3 Quartos Agua Verde 148m²,"Avenida Republica Argentina, 755, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2600,1200,181,3,1,148m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16628001/apartamento-3-quartos-sorel-condominium-agua-verde-curitiba/,2023-12-13,Apartamento 3 Quartos Agua Verde 136m²,"Avenida Silva Jardim, 2265, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,3500,1200,341,3,2,136m²,1,2023-11-09,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16644001/apartamento-2-quartos-campo-comprido-curitiba/,2023-12-13,Apartamento 2 Quartos Campo Comprido 70m²,"Rua Nova América, 373, Campo Comprido - Curitiba/Pr",Campo Comprido,Aluguel,1250,0,32,2,2,70m²,0,2023-11-24,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16027001/apartamento-2-quartos-jose-ferroni-novo-mundo-curitiba/,2023-12-13,Apartamento 2 Quartos Novo Mundo 45m²,"Rua João Bonat, 860, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1300,550,39,2,1,45m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10145001/apartamento-3-quartos-nho–quim-novo-mundo-curitiba/,2023-12-13,Apartamento 3 Quartos Novo Mundo 78m²,"Rua Luiz Leopoldo Landal, 100, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1600,590,84,3,1,78m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14141001/apartamento-2-quartos-atlanta-novo-mundo-curitiba/,2023-12-13,Apartamento 2 Quartos Novo Mundo 50m²,"Rua Jose Palu, 127, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1300,650,71,2,1,50m²,0,2023-11-24,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16633001/apartamento-2-quartos-edificio-gonçalvez-dias-novo-mundo-curitiba/,2023-12-13,Apartamento 2 Quartos Novo Mundo 54m²,"Avenida Brasília, 4380, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1390,580,59,2,1,54m²,0,2023-12-01,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12862001/apartamento-3-quartos-ilhas-do-cabo-verde-novo-mundo-curitiba/,2023-12-13,Apartamento 3 Quartos Novo Mundo 71m²,"Avenida Brasilia, 5474, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1650,550,95,3,0,71m²,1,2023-12-12,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22311001/apartamento-2-quartos-roma-novo-mundo-curitiba/,2023-12-13,Apartamento 2 Quartos Novo Mundo 85m²,"Rua Jose Palu, 285, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1350,350,53,2,1,85m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/21355003/apartamento-3-quartos-maria-bettega-novo-mundo-curitiba/,2023-12-13,Apartamento 3 Quartos Novo Mundo 62m²,"Rua Jose Palu, 183, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1700,350,72,3,1,62m²,0,2023-11-13,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01588002/apartamento-3-quartos-parolin-curitiba/,2023-12-13,Apartamento 3 Quartos Parolin 110m²,"Rua Alferes Poli, 2980, Parolin - Curitiba/Pr",Parolin,Aluguel,1400,0,71,3,0,110m²,0,2023-12-04,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13239001/apartamento-2-quartos-regents-park-portao-curitiba/,2023-12-13,Apartamento 2 Quartos Portão 83m²,"Rua Eduardo Carlos Pereira, 4049, Portão - Curitiba/Pr",Portão,Aluguel,2500,500,133,2,1,83m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16475001/apartamento-2-quartos-zodiaco-portao-curitiba/,2023-12-13,Apartamento 2 Quartos Portão 71m²,"Avenida República Argentina, 2777, Portão - Curitiba/Pr",Portão,Aluguel,1800,630,124,2,1,71m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16592001/apartamento-2-quartos-edificio-michelle-portao-curitiba/,2023-12-13,Apartamento 2 Quartos Portão 53m²,"Rua Zacarias De Paula Neves, 65, Portão - Curitiba/Pr",Portão,Aluguel,1400,337,74,2,1,53m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13603001/apartamento-2-quartos-belmont-portao-curitiba/,2023-12-13,Apartamento 2 Quartos Portao 53m²,"Rua Antonio Pietruza, 211, Portao - Curitiba/Pr",Portao,Aluguel,1650,650,75,2,1,53m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10518001/apartamento-1-quarto-sessimbra-portao-curitiba/,2023-12-13,Apartamento 1 Quarto Portao 32m²,"Rua Arion Niepce Da Silva, 261, Portao - Curitiba/Pr",Portao,Aluguel,1100,400,45,1,0,32m²,0,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/42292001/apartamento-3-quartos-valparaiso-portao-curitiba/,2023-12-13,Apartamento 3 Quartos Portao 124m²,"Rua Engenheiro Arthur Bettes, 58, Portao - Curitiba/Pr",Portao,Aluguel,2200,900,151,3,1,124m²,1,2023-11-05,,Ativo
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15373001/apartamento-2-quartos-ilha-de-santorine-portao-curitiba/,2023-12-13,Apartamento 2 Quartos Portão 64m²,"Rua Arion Niepce Da Silva, 120, Portão - Curitiba/Pr",Portão,Aluguel,1600,550,78,2,1,64m²,1,2023-12-12,,Ativo
